company_name,location,ctc,skill_required
Astro Devam Private Limited,Noida,"₹ 2,05,000 - 2,20,000                                

                        ₹ 2,05,000 - 2,20,000 /year",Canva
VelvetBai,Hyderabad,"₹ 2,05,000 - 17,50,000                                

                        ₹ 2,05,000 - 17,50,000 /year",Effective Communication
"Lyfe Index (London, United Kingdom)",Work from home,"₹ 5,00,000 - 10,00,000                                

                        ₹ 5,00,000 - 10,00,000 /year",Business Development
Planys Technologies Private Limited,Chennai,"₹ 5,00,000 - 7,00,000                                

                        ₹ 5,00,000 - 7,00,000 /year",Cost Control
RedSprite Technologies,Pune,"₹ 2,10,000 - 3,50,000                                

                        ₹ 2,10,000 - 3,50,000 /year",HTML 5
Slixx Digital,Work from home,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Digital Marketing
DeltaX,Pune,"₹ 3,00,000 - 3,16,000                                

                        ₹ 3,00,000 - 3,16,000 /year",Analytical Thinking
Slixx Digital,Work from home,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Google AdWords
Girl Power Talk,"Delhi, Indore, Kolkata, Mohali, Mumbai, Bangalore, Keralapuram, Bihar","₹ 3,40,000 - 4,80,000                                

                        ₹ 3,40,000 - 4,80,000 /year",English Proficiency (Spoken)
Rydeu Logistics UG,Work from home,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",English Proficiency (Spoken)
The Diamond Talk,Mumbai                                            (Hybrid),"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Adobe Premiere Pro
SFT Nextgenerace Consulting Pvt Ltd,Work from home,"₹ 2,17,000 - 3,12,000                                

                        ₹ 2,17,000 - 3,12,000 /year",English Proficiency (Spoken)
VANTAGE KNOWLEDGE ACADEMY LIMITED,Mumbai,"₹ 2,00,000 - 5,00,000                                

                        ₹ 2,00,000 - 5,00,000 /year",Content Management
Tikii Marketing Services,Kolkata,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Data Analysis
Atfem KhetiGaadi Private Limited,Pune,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",English Proficiency (Written)
Nisau Global Private Limited,"Meerut, Noida                                            (Hybrid)","₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Bootstrap
Kairos Konnect Inc,Gurgaon,"₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",English Proficiency (Spoken)
Atfem KhetiGaadi Private Limited,Pune,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Creative Writing
Corizo Edutech Private Limited,Bangalore,"₹ 5,60,000 - 7,00,000                                

                        ₹ 5,60,000 - 7,00,000 /year",Effective Communication
Spanda 3D,Noida,"₹ 2,20,000 - 6,60,000                                

                        ₹ 2,20,000 - 6,60,000 /year",3D Printing
Counsel Union,"Faridabad, Delhi, Ghaziabad, Gurgaon, Greater Noida, Noida","₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",Customer Support
Easework AI,Work from home,"₹ 5,00,000                                

                        ₹ 5,00,000 /year",MongoDB
Midex Vashi Marketing Private Limited,"Indore, Bhopal, Gwalior, Pithampur Industrial Area","₹ 2,00,000 - 3,50,000                                

                        ₹ 2,00,000 - 3,50,000 /year",Business Analysis
Wrap In Fur,Noida                                            (Hybrid),"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Adobe After Effects
Planys Technologies Private Limited,Chennai,"₹ 4,00,000 - 5,00,000                                

                        ₹ 4,00,000 - 5,00,000 /year",CSS
Apex Actsoft Technologies Private Limited,Thane,"₹ 2,40,000 - 4,00,000                                

                        ₹ 2,40,000 - 4,00,000 /year",Client Relationship Management (CRM)
Exhibit Elevate Pvt Ltd,Noida,"₹ 2,05,000 - 2,60,000                                

                        ₹ 2,05,000 - 2,60,000 /year",Creative Writing
Brandzzy SoftTech Private Limited,Bhubaneswar,"₹ 5,00,000 - 6,00,000                                

                        ₹ 5,00,000 - 6,00,000 /year",Laravel
Hustlr Staffing Services,Chennai,"₹ 4,20,000 - 4,80,000                                

                        ₹ 4,20,000 - 4,80,000 /year",Classroom Management
Bizgain,Pune,"₹ 4,00,000 - 4,00,001                                

                        ₹ 4,00,000 - 4,00,001 /year",Analytical Thinking
IESoft Technologies Private Limited,"Hyderabad, Mumbai","₹ 3,00,000 - 7,00,000                                

                        ₹ 3,00,000 - 7,00,000 /year",Amazon Web Services (AWS)
CollegeDekho.com,Bangalore,"₹ 3,00,000 - 3,50,000                                

                        ₹ 3,00,000 - 3,50,000 /year",Counseling
Hustlr Staffing Services,Chennai,"₹ 4,20,000 - 4,80,000                                

                        ₹ 4,20,000 - 4,80,000 /year",Curriculum Development
Hustlr Staffing Services,Chennai,"₹ 4,20,000 - 4,80,000                                

                        ₹ 4,20,000 - 4,80,000 /year",Curriculum Development
MECHMAK CNC INDIA PVT LTD,Coimbatore,"₹ 3,25,000 - 3,90,000                                

                        ₹ 3,25,000 - 3,90,000 /year",CNC
Hir'd Services Private Limited,Navi Mumbai,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Effective Communication
Zucol Group Of Companies,Pune,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",English Proficiency (Spoken)
Error Technologies,Hyderabad,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Django
Hustlr Staffing Services,Chennai,"₹ 4,20,000 - 4,80,000                                

                        ₹ 4,20,000 - 4,80,000 /year",Classroom Management
Brandzzy SoftTech Private Limited,Bhubaneswar,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Bash
Solidstack,Work from home,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",MS-Excel
Digitize Matrix,Pune,"₹ 4,50,000 - 6,50,000                                

                        ₹ 4,50,000 - 6,50,000 /year",B2B Sales
Solidstack,Work from home,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",MS-Excel
PayLess Outsourcing,Ghaziabad,"₹ 2,60,000 - 3,50,000                                

                        ₹ 2,60,000 - 3,50,000 /year",Accounting
Solidstack,Work from home,"₹ 4,00,000 - 9,00,000                                

                        ₹ 4,00,000 - 9,00,000 /year",MS-Excel
Solidstack,Work from home,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",Client Interaction
RB FOODS,Ghaziabad,"₹ 4,00,000 - 5,99,999                                

                        ₹ 4,00,000 - 5,99,999 /year",Computer skills
Solidstack,Work from home,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",MS-Excel
Brand Decore,Coimbatore,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Adobe Illustrator
Solidstack,Work from home,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",MS-Excel
JSTECHNO Solutions Private Limited,Ahmedabad,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",Computer skills
Astrotalk,"Faridabad, Delhi, Gurgaon, Noida","₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",Effective Communication
Zenith Leisure Holidays Limited,Noida,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Client Interaction
Saffron4health,Mumbai,"₹ 3,00,000 - 3,30,000                                

                        ₹ 3,00,000 - 3,30,000 /year",Collaboration
VDT Pipeline Integrity Solutions Private Limited,Noida,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",Computer skills
Just4You Surprise Planners LLP,Delhi,"₹ 3,00,000                                

                        ₹ 3,00,000 /year",Client Relationship Management (CRM)
Audio Wizard,Hyderabad,"₹ 3,00,000 - 4,20,000                                

                        ₹ 3,00,000 - 4,20,000 /year",Accounting
Knowmyslots,Work from home,"₹ 4,00,000 - 6,00,000                                

                        ₹ 4,00,000 - 6,00,000 /year",Firebase
Itax Easy Private Limited,Noida                                            (Hybrid),"₹ 2,01,000 - 3,70,000                                

                        ₹ 2,01,000 - 3,70,000 /year",Next.js
STEMpedia,Ahmedabad,"₹ 3,00,000 - 4,20,000                                

                        ₹ 3,00,000 - 4,20,000 /year",CSS
Ultra Media & Entertainment Private Limited,Mumbai,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Effective Communication
WEMATTER PXT Limited,Mumbai,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",MS-Excel
TechG Infotech,"Pune, Mumbai, Nagpur                                            (Hybrid)","₹ 3,15,000 - 4,25,000                                

                        ₹ 3,15,000 - 4,25,000 /year",Channel Management
Flybed Home,Mumbai,"₹ 3,80,000 - 11,40,000                                

                        ₹ 3,80,000 - 11,40,000 /year",Client Relationship Management (CRM)
Sufi Structural Tubes Pvt. Ltd.,Pune                                            (Hybrid),"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Auditing
Respirit Healthcare Private Limited,Guwahati,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",ARM Microcontroller
Urban Company,Chennai,"₹ 2,75,000 - 3,00,000                                

                        ₹ 2,75,000 - 3,00,000 /year",Business Development
Edge Matrix Corporation,Madurai                                            (Hybrid),"₹ 2,50,000                                

                        ₹ 2,50,000 /year",Artificial intelligence
Solidstack,Work from home,"₹ 4,00,000 - 7,00,000                                

                        ₹ 4,00,000 - 7,00,000 /year",MS-Excel
Hempal Studio,Jaipur,"₹ 2,94,000 - 12,00,000                                

                        ₹ 2,94,000 - 12,00,000 /year",Animation
Hustlr Staffing Services,Agra,"₹ 3,60,000 - 4,80,000                                

                        ₹ 3,60,000 - 4,80,000 /year",Classroom Management
Hustlr Staffing Services,Agra,"₹ 3,60,000 - 4,80,000                                

                        ₹ 3,60,000 - 4,80,000 /year",Classroom Management
